,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Forest_Cover,Neota,Rawah,Comanche Peak,Cache la Poudre
6983,3120.0,128.0,10.0,228.0,30.0,1074.0,238.0,234.0,125.0,1776.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,Spruce/Fir,0,1,0,0
6984,,8.0,14.0,430.0,103.0,2779.0,203.0,212.0,,,0.0,0.0,0.0,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,1.0,,,0.0,0.0,,,0.0,,Lodgepole Pine,0,0,1,0
6985,2947.0,,4.0,150.0,10.0,3997.0,226.0,234.0,144.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,0.0,0.0,Spruce/Fir,0,1,0,0
6986,,-1961.0,13.0,313.0,-56.0,663.0,,243.0,,1358.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,Spruce/Fir,0,1,0,0
6987,3262.0,4.0,17.0,960.0,59.0,,,206.0,,805.0,0.0,,0.0,0.0,0.0,,0,0,0,0,0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Spruce/Fir,0,0,1,0
6988,3231.0,,10.0,725.0,213.0,4433.0,,,158.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,Spruce/Fir,0,1,0,0
6989,3263.0,136.0,,283.0,140.0,3022.0,248.0,202.0,,3166.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,Spruce/Fir,0,1,0,0
6990,3024.0,,13.0,309.0,49.0,,202.0,,148.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,0.0,Lodgepole Pine,0,1,0,0
6991,3032.0,314.0,13.0,85.0,15.0,2838.0,185.0,-27.0,185.0,648.0,,0.0,,0.0,0.0,,0,0,0,0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,Spruce/Fir,0,1,0,0
6992,3228.0,68.0,21.0,552.0,148.0,3173.0,,194.0,,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,,0.0,,,Spruce/Fir,0,0,1,0
6993,2995.0,0.0,7.0,108.0,15.0,4543.0,210.0,227.0,155.0,,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,Lodgepole Pine,0,1,0,0
6994,-730.0,2281.0,17.0,,44.0,3412.0,247.0,224.0,,-14188.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,Spruce/Fir,0,1,0,0
6995,2094.0,287.0,21.0,30.0,13.0,,156.0,233.0,,815.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,Ponderosa Pine,0,0,0,1
6996,2127.0,223.0,16.0,150.0,,600.0,,,189.0,983.0,1.0,,0.0,,0.0,0.0,0,0,0,0,0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,0.0,,0.0,,0.0,,0.0,Douglas-fir,0,0,0,1
6997,,312.0,,42.0,13.0,1441.0,167.0,223.0,195.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,Douglas-fir,0,0,0,1
6998,,78.0,20.0,,122.0,920.0,241.0,200.0,,5345.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,Spruce/Fir,1,0,0,0
6999,2608.0,73.0,18.0,618.0,36.0,942.0,,203.0,,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,,,0.0,0.0,Ponderosa Pine,0,0,1,0
7000,2853.0,80.0,7.0,127.0,1.0,1123.0,,228.0,131.0,2524.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Lodgepole Pine,0,0,1,0
7001,2959.0,53.0,14.0,295.0,29.0,742.0,227.0,210.0,113.0,2233.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
7002,2927.0,,12.0,216.0,81.0,1956.0,,251.0,,1092.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
7003,3139.0,225.0,1.0,,58.0,1678.0,218.0,239.0,158.0,2874.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,Spruce/Fir,0,0,1,0
7004,3216.0,41.0,15.0,67.0,9.0,2323.0,221.0,207.0,118.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,Spruce/Fir,0,1,0,0
7005,3060.0,45.0,9.0,270.0,,-20985.0,223.0,,669.0,2790.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,,Lodgepole Pine,0,1,0,0
7006,3149.0,104.0,20.0,90.0,-7.0,4068.0,249.0,211.0,82.0,3123.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,Spruce/Fir,0,0,1,0
7007,,282.0,7.0,0.0,0.0,1165.0,,241.0,,1879.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,Spruce/Fir,1,0,0,0
7008,,1.0,11.0,3144.0,689.0,2052.0,204.0,219.0,,,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
7009,,,15.0,134.0,22.0,25383.0,181.0,226.0,184.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,,Lodgepole Pine,0,0,1,0
7010,,128.0,14.0,180.0,7.0,2402.0,242.0,231.0,115.0,2405.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
7011,3158.0,,17.0,60.0,20.0,1530.0,,210.0,92.0,,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,Spruce/Fir,0,1,0,0
7012,3004.0,28.0,-81.0,828.0,185.0,1347.0,,207.0,126.0,2611.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
7013,2759.0,-1961.0,26.0,0.0,0.0,1068.0,191.0,177.0,,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,,,0.0,,,0.0,,,Lodgepole Pine,0,0,1,0
7014,3071.0,81.0,12.0,175.0,29.0,800.0,,,110.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spruce/Fir,0,1,0,0
7015,2982.0,18.0,4.0,30.0,-7.0,5294.0,217.0,231.0,152.0,2502.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,Spruce/Fir,0,1,0,0
7016,,247.0,24.0,470.0,222.0,1410.0,,,219.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Lodgepole Pine,0,0,1,0
7017,3236.0,,6.0,30.0,-3.0,2938.0,230.0,237.0,140.0,17774.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,Spruce/Fir,0,1,0,0
7018,3168.0,15.0,11.0,120.0,19.0,1443.0,210.0,216.0,142.0,690.0,0.0,0.0,0.0,,,,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,,0.0,1.0,,Spruce/Fir,0,0,1,0
7019,3168.0,31.0,18.0,484.0,55.0,3631.0,213.0,199.0,117.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Spruce/Fir,0,1,0,0
7020,3144.0,201.0,,418.0,65.0,,215.0,,,1872.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
7021,3205.0,285.0,3.0,488.0,53.0,5933.0,212.0,,165.0,,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,Spruce/Fir,0,1,0,0
7022,3378.0,,23.0,153.0,93.0,3827.0,561.0,183.0,,1731.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,Spruce/Fir,0,1,0,0
7023,3290.0,73.0,11.0,,4.0,1293.0,233.0,220.0,118.0,1288.0,0.0,0.0,,,0.0,0.0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,,0.0,,Spruce/Fir,0,0,1,0
7024,2695.0,347.0,17.0,67.0,10.0,2205.0,185.0,210.0,-381.0,5177.0,0.0,0.0,0.0,,0.0,,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,Lodgepole Pine,0,1,0,0
7025,2804.0,107.0,19.0,60.0,8.0,2090.0,249.0,213.0,84.0,2994.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,Lodgepole Pine,0,1,0,0
7026,,297.0,11.0,162.0,-2.0,3612.0,189.0,237.0,187.0,1695.0,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,Spruce/Fir,0,0,1,0
7027,3144.0,57.0,,495.0,-50.0,,228.0,,,1231.0,0.0,0.0,,,0.0,0.0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,,Lodgepole Pine,1,0,0,0
7028,,,10.0,255.0,62.0,3813.0,221.0,219.0,,2659.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
7029,-730.0,212.0,13.0,330.0,11.0,2205.0,208.0,,177.0,,0.0,0.0,0.0,1.0,0.0,,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,,,0.0,Ponderosa Pine,0,0,1,0
7030,,123.0,-81.0,,12.0,1113.0,243.0,229.0,112.0,2308.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,Lodgepole Pine,0,0,1,0
7031,,136.0,13.0,190.0,20.0,1908.0,,234.0,,1275.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,Lodgepole Pine,0,1,0,0
7032,,342.0,15.0,376.0,232.0,1124.0,187.0,216.0,166.0,1106.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,Ponderosa Pine,0,0,0,1
7033,2506.0,103.0,12.0,-2652.0,23.0,335.0,,224.0,112.0,,,,,0.0,0.0,1.0,0,0,0,0,0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,0,0,1
7034,3076.0,127.0,,,-3.0,1650.0,,237.0,143.0,417.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,,,0.0,0.0,,0.0,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,Spruce/Fir,0,1,0,0
7035,2959.0,43.0,8.0,108.0,19.0,1532.0,,223.0,136.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,,0.0,0.0,0.0,,Lodgepole Pine,0,0,1,0
7036,,101.0,2.0,30.0,-3.0,1921.0,223.0,236.0,148.0,2255.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,Lodgepole Pine,0,0,1,0
7037,2914.0,,-81.0,0.0,0.0,1398.0,,223.0,132.0,2507.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,Spruce/Fir,0,0,1,0
7038,,294.0,,60.0,19.0,1328.0,153.0,228.0,,,0.0,0.0,0.0,,,0.0,0,0,0,0,0,,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,Lodgepole Pine,0,0,1,0
7039,3034.0,30.0,,242.0,23.0,4502.0,,204.0,122.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,Lodgepole Pine,0,1,0,0
7040,2930.0,285.0,,67.0,19.0,5770.0,200.0,240.0,180.0,,0.0,,0.0,0.0,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,Lodgepole Pine,0,1,0,0
7041,3148.0,24.0,10.0,30.0,6.0,1020.0,215.0,,139.0,2117.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Lodgepole Pine,0,1,0,0
7042,2326.0,286.0,26.0,242.0,159.0,1288.0,138.0,228.0,,566.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,Ponderosa Pine,0,0,0,1
7043,3286.0,202.0,4.0,446.0,64.0,3738.0,218.0,244.0,,2544.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,Spruce/Fir,0,1,0,0
7044,2901.0,34.0,14.0,60.0,16.0,1794.0,217.0,210.0,125.0,1342.0,,0.0,0.0,,0.0,,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,0.0,,,0.0,,Lodgepole Pine,0,0,1,0
7045,3176.0,,13.0,212.0,70.0,1740.0,188.0,224.0,175.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lodgepole Pine,0,0,1,0
7046,3239.0,,11.0,,102.0,2167.0,,233.0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,0.0,0.0,Spruce/Fir,0,0,1,0
7047,,106.0,,256.0,33.0,424.0,235.0,-27.0,,-14188.0,,0.0,0.0,,0.0,0.0,0,0,0,0,0,,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,Spruce/Fir,1,0,0,0
7048,2757.0,252.0,2.0,644.0,,1500.0,215.0,239.0,161.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,Lodgepole Pine,0,1,0,0
7049,,,22.0,268.0,135.0,1114.0,,254.0,179.0,1800.0,0.0,0.0,,1.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,Aspen,0,0,1,0
7050,2666.0,14.0,42.0,361.0,200.0,782.0,,120.0,81.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Lodgepole Pine,0,0,1,0
7051,2998.0,96.0,6.0,,23.0,5889.0,-132.0,231.0,,3573.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,Lodgepole Pine,0,1,0,0
7052,3121.0,25.0,11.0,350.0,40.0,1415.0,,216.0,,3227.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,,Spruce/Fir,0,0,1,0
7053,2690.0,74.0,3.0,,78.0,875.0,224.0,233.0,144.0,1442.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,0.0,Lodgepole Pine,0,1,0,0
7054,2949.0,234.0,12.0,170.0,33.0,5203.0,199.0,251.0,188.0,,0.0,,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,,0.0,Lodgepole Pine,0,1,0,0
7055,2886.0,,4.0,330.0,104.0,-20985.0,214.0,233.0,157.0,1888.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,Lodgepole Pine,0,0,1,0
7056,3253.0,236.0,3.0,433.0,19.0,335.0,213.0,-27.0,166.0,752.0,0.0,0.0,,,0.0,0.0,0,0,0,0,0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Spruce/Fir,0,0,1,0
7057,2625.0,38.0,-81.0,134.0,25.0,1126.0,218.0,200.0,112.0,,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,Lodgepole Pine,0,1,0,0
7058,2315.0,,21.0,182.0,71.0,1342.0,217.0,189.0,,,0.0,0.0,0.0,,0.0,0.0,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,Ponderosa Pine,0,0,0,1
7059,,58.0,,3144.0,10.0,2742.0,227.0,222.0,129.0,2782.0,,0.0,0.0,,0.0,0.0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,Spruce/Fir,0,0,1,0
7060,2741.0,38.0,20.0,108.0,43.0,108.0,216.0,192.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
7061,3153.0,282.0,10.0,859.0,,6217.0,193.0,241.0,188.0,1249.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,Lodgepole Pine,0,1,0,0
7062,2748.0,150.0,11.0,95.0,13.0,603.0,235.0,240.0,134.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Lodgepole Pine,0,1,0,0
